,reviewer_review,reviewer_avg,reviewer_review_cnt,reviewer_review_score,reviewer_review_date,reviewer_id,diner_idx
2,"재 방문 절대 안함.
맛, 친절은 기대 안하고 방문요망",1.0,1,1.0,2023.03.12.,"원주
브론즈 배지
레벨
2",196431045
0,"아무 중국집에서나 먹을 수 없는 요리 드시는 걸 추천합니다! 이 집 한국식 중화요리 메뉴는 안 먹어봐서 모르겠구 첨보는 중국어 메뉴들 맛있어요 ㅋㅋㅋ 배달만 해봤지만요 (사진도 배달. 왼쪽 꿔바로우 오른쪽 리우러우뚜안)
리우러우뚜안 = 달지 않고 짭쪼롬한 탕수육인데 맛있음
누군가가 띠산시엔(지삼선?)? 그거 대존맛이랬는데 담엔 방문해서 꼭 먹어봐야지",5.0,7,5.0,2024.01.30.,"Jin
브론즈 배지
레벨
7",1387552116
1,가게 이전하기 전부터 다녔는데 여기  요리 괜찮습니다,5.0,1,5.0,2024.01.20.,"진욱
브론즈 배지
레벨
3",1387552116
2,원래있었던 자리에 다른 중국집으로 바뀌어서 아쉬웠는데 근처에 다시 오픈해주셔서 너무 반가웠어요😁이 집은 식사요리도 맛있지만 볶음요리가 맛과 가성비에 으뜸인 집이에요👍,2.0,4,5.0,2023.12.25.,"min
브론즈 배지
레벨
4",1387552116
5,가성비 좋고 주방장님이 요리류 잘 볶으시는 이집은 인덕원 제 최애 중국집입니다.,4.2,81,5.0,2023.12.25.,"하익주
실버 배지
레벨
27",1387552116
6,"인덕원에 새로 생긴 중국집 ‘ 홍운각 ’ 을 다녀왔습니다.

기존 6번 출구와 가까운 메트로빌 아파트 1층 자리에 있던 중국집인 짜차이, 만다린이 있던 곳에
 새로 생긴 동네 중국집입니다. 
볶음밥, 짬뽕국물 무난했는데, 짜장이 신맛이 좀 났어요.
중국집 음식을 원데이 투데이 먹어본 게 아닌데,,
짜장에서 신 맛이 난다고 말씀드리니 원래 사람 입맛에 따라 그렇게 느낄 수 있다고 하더라구요..
허허.. 짜장에 들어간 야채가 잘못됐거나 짜장 소스 자채 문제거나 싶었는데
입맛을 얘기하시니 할 말이 없었습니다.

가격은 7,000원으로 가성비 좋게 나오는데 조금은 아쉬운 곳이였습니다.
원래 중국집이 있던 자리라 간단하게 한 끼 먹을 때 종종 방문할까 싶었는데, 재방문 의사는 없습니다.
더보기",3.3,371,1.0,2023.12.18.,"실패 없는 맛집 엉쓰
골드 배지
레벨
54",1387552116
0,브레이크타임 표기 부탁해요 헛걸음 하기 싫음,3.5,14,5.0,2023.07.24.,"._.
실버 배지
레벨
19",2038694714
1,여기 꼭 간다... 먹기 전 5점,5.0,2,5.0,2023.06.13.,"맛나
브론즈 배지
레벨
3",2038694714
0,"인덕원역 근처에 있고 저렴해서
혼밥이나 해장하러 자주 갔었어요.
메뉴 다 가성비 나쁘지 않은데 
가끔 면 다 불은 상태로 나오고 하는 게 좀 아쉬워요ㅠ
더보기",3.3,371,3.0,2022.11.02.,"실패 없는 맛집 엉쓰
골드 배지
레벨
54",88606966
1,가성비 좋고 맛있어요 Good!,5.0,8,5.0,2022.09.15.,"진호
실버 배지
레벨
13",88606966
0,동태탕,3.8,10,5.0,2023.05.05.,"가람
실버 배지
레벨
12",8747150
1,,4.3,50,5.0,2023.04.22.,"흥흥
실버 배지
레벨
13",8747150
2,와 여기 아직도 있구나ㅎ 내가 과천중학교입학했던 98년이전부터 있었으니 거의 30년이 다되가네ㄷㄷ,3.9,7,5.0,2023.01.29.,"b
브론즈 배지
레벨
3",8747150
0,"항아리수제비, 김치전 두가지 메뉴 뿐
너무 너무 맛있음!",4.9,85,5.0,2023.12.18.,"🥢
골드 배지
레벨
31",11211995
1,"한결같은 맛!! 
수제비 반죽, 국물, 김치 세가지 조합이 끝내줍니다~!",4.5,20,5.0,2023.08.16.,"flyingnakji
실버 배지
레벨
11",11211995
2,국물이 맛있아요,3.6,39,5.0,2023.05.03.,"감자킹
실버 배지
레벨
18",11211995
0,너무 이쁘고 맛있었어요~,5.0,1,5.0,2022.03.14.,"초코릿
브론즈 배지
레벨
4",565736869
1,바질쿠키 존맛 피낭시에도 존맛 식빵은 뒷맛이 깔끔하고 소화가 잘됨 바닐라파운드케잌은 고급스런 맛이 남,5.0,2,5.0,2021.03.31.,"MJ
브론즈 배지
레벨
2",565736869
2,이 세상에 단 하나뿐인 생화 케이크를 만들어주는 곳입니다. 만족도 200% 보장해요 :),5.0,28,5.0,2020.12.09.,"김허실
실버 배지
레벨
21",565736869
0,"플레인베이글을 구워 필라델피아 크림치즈 바르고 사과를 얹어 먹으니 재미있는 식감이 더해져 중독되는 맛ㅜㅜ
쌀로만든 베이글이라 그런지 속도 너무 편하네요~
쫄깃베이글 알라뷰~~~♥
내일은 먹물치즈베이글 가즈아ㅋㅋ
더보기",5.0,1,5.0,2022.12.10.,"평촌마녀
브론즈 배지
레벨
3",943851180
1,"예약시간에 픽업 갔는데 문 닫혀있길래 당황했는데
창문에 방충망만 살짝 올리고 
빵 건네어 주시는데 묘하게 기분이 나빴네요

매장 안 취식 안된다 안내되어있던데
가게를 보니 일반적인 빵집은 아닌거 같고
다른 가게에 납품만 전문적으로 하는건지, 
아님 온라인 판매를 위주로 하시는지 모르겠네요

케이크 겉면 너무 태워서 다 떼고 먹음
재방문 의사x
더보기",3.3,189,2.0,2022.10.03.,"까다로운쿼카
골드 배지
레벨
39",943851180
2,"여기 존맛탱이네~~ 
달지도 않고 맛있어요~~",5.0,1,5.0,2022.12.09.,"이윤재
브론즈 배지
레벨
1",943851180
0,경마공원 안에 있어요. 아몬드 크림치즈 프레즐 맛있어요. 줄 좀 길어요 ㅋㅋ.,4.2,55,5.0,2022.10.18.,"와도루디
실버 배지
레벨
21",1451717220
0,"요기요 포장 주문하고 갔는데 문이 닫혀있음
요기요에 영업시간 22:30 까지 되있고, 문에는 23시까지라고 붙여놓고 22:20에 가니깐 불 꺼져있네",3.4,106,1.0,2022.03.07.,"🐅
실버 배지
레벨
27",17362256
1,깔끔 친절,2.2,5,4.0,2021.06.28.,"speedbird
브론즈 배지
레벨
4",17362256
2,집앞인데 맛있고 사장님도 친절하시고 완전 좋음ㅎㅎ,4.8,"1,098",5.0,2016.03.11.,"설문규
실버 배지
레벨
22",17362256
0,"오랜 만에 방문 했는데 분위기가 확 바뀌었네요.
특히 샌드위치가 더 맛있었어졌어요.
주변에 맛있는 것이 없어서 좀 아쉬웠는데
새로운 메뉴도 많고 빵도 신선해서 좋았어요
다만, 제가 좋아 하는 빵이 빨리 품절되어
아쉬워요.
더보기",5.0,2,5.0,2024.01.10.,"나
브론즈 배지
레벨
3",1189053852
1,"사장님 새로 바뀌셨나여 너무 친절하시고 
매장이 넘 깨끗하고 맛있어요~^^
앞으로도 자주 가구싶은 파리바게트에용♥️",5.0,1,5.0,2023.11.22.,"z
브론즈 배지
레벨
2",1189053852
2,"자주 들리는 매장인데 리모델링 하시는지 참누리점에서 서초호반써밋점으로 바뀌었네요 요즘 픽업, 배달 안되어 아쉬워요ㅡㅡ",3.0,15,5.0,2023.11.20.,"ᆞ
실버 배지
레벨
30",1189053852
6,"진짜 별로예요
빵사는 10분동안 3번무안당했는데, 진짜 싸울뻔했습니다. 절대가지마세요. 맛없는
빵사시고 하루종일 기분나쁘시게 될겁니다. 같이 가신분도 황당해했습니다. 여기 평가쭉읽어보니 2019년부터 계속 나쁜평가받는거보니 점장인거같은데 직원들한테도 그 기분나쁜 말투더라고요. 진짜 스치지도 마세요. 절대 다시는 안갑니다.
더보기",3.0,4,1.0,2021.03.06.,"김지연
브론즈 배지
레벨
3",1189053852
13,별점 낮은거보고 깜짝 놀랐네요. 사장님 친절하시던데.. 뭐 물어보면 설명도 잘해주시구요. 매장도 항상 깔끔하고 오다 가다 자주 들리는 집입니다. 번창하세요.,3.0,4,5.0,2022.08.07.,"티고라스
브론즈 배지
레벨
5",1189053852
14,친절해요!!!! 빵이 다양하진 않지만ㅠㅠ,3.0,13,4.0,2022.07.11.,"쟈깜망
실버 배지
레벨
11",1189053852
15,자주 가는데 이정도도 점수 깎일 정도는 아닌 거 같은데... 그냥 평범한 파바입니다,4.1,18,4.0,2021.10.04.,"NoCatsCompilation
브론즈 배지
레벨
10",1189053852
16,"진짜 별로예요
빵사는 10분동안 3번무안당했는데, 진짜 싸울뻔했습니다. 절대가지마세요. 맛없는
빵사시고 하루종일 기분나쁘시게 될겁니다. 같이 가신분도 황당해했습니다. 여기 평가쭉읽어보니 2019년부터 계속 나쁜평가받는거보니 점장인거같은데 직원들한테도 그 기분나쁜 말투더라고요. 진짜 스치지도 마세요. 절대 다시는 안갑니다.",3.0,4,1.0,2021.03.06.,"김지연
브론즈 배지
레벨
3",1189053852
17,"빵에 대한 설명은 못 할 망정, 손님 무안주기 갑",4.1,8,1.0,2021.02.25.,"sm
브론즈 배지
레벨
4",1189053852
23,,2.9,52,1.0,2021.01.09.,"bibi
실버 배지
레벨
15",1189053852
24,평소 가보면 빵 종류도 별로 없고 맛도 없는데도 어쩜 그렇게 불친절한지 매번 갈 때마다 문득 문득 기분이 안좋네요.  동네에 빵집에 여기밖에 없어서 그렇지 하나 더 있었음 다시는 안갑니다,2.4,5,1.0,2020.08.16.,"코코나라
브론즈 배지
레벨
3",1189053852
25,"명품 우유식빵 판매하십니다.
동네주민들께서는 구매제품 외엔 스치지도 마세요. 혼나십니다.",3.4,10,1.0,2020.01.23.,"Jongmin
브론즈 배지
레벨
5",1189053852
26,"매번가도 매번 불쾌함
동네장사그렇게하지마세여 ㅋㅋㅋ
소문나요^^",1.0,1,1.0,2019.10.21.,"park
브론즈 배지
레벨
3",1189053852
27,직원분이 아주 별로에요,1.0,1,1.0,2019.07.26.,"THOR 아빠
브론즈 배지
레벨
2",1189053852
31,"해피오더를 열어놓질 말던가..
서비스업에 종사하려면 기본 인사부터 제대로 배워야지
배달시간 한참 지나서 전화했더니
직원: ""배달이 아직 안왔어요.""...침묵.
나: '응?어쩌라는거지?'
""배달하시는분이 아직 안오셨다고요?""
직원: ""네. 저흰 준비다돼있어요.""

아니 기본으로 ""늦어져서 죄송합니다."" 
이딴 인사말이라도 해야되는거 아님? 
사정이 생겨 늦을 수는 있어. 
근데 접객을 이따위로 하는 건 무슨경우?

매장과는 달리 기사님은 친절하십니다.
더보기",4.3,16,1.0,2019.07.26.,"♡쏭♡
브론즈 배지
레벨
6",1189053852
32,그냥 무인계산기가 좋겠어요.,3.5,46,1.0,2019.07.01.,"마빡
실버 배지
레벨
20",1189053852
33,,2.4,5,1.0,2019.06.11.,"스리랑코
브론즈 배지
레벨
3",1189053852
0,3살 아이가 마들렌을 너무 좋아합니다 울다가도 뚝 그쳐요. 바닐라라떼 맛있읍니다~ㅎㅎ 주차를 뒷건물에 해야해서 동선이 좀 불편해용,3.8,33,5.0,2023.09.13.,"준혁김
실버 배지
레벨
14",600211955
1,별로요,2.4,284,1.0,2023.08.27.,"ㅁ
골드 배지
레벨
39",600211955
0,"스지 우거지 해장국 먹었는데 스지양도 많고 국물맛도 얼큰하고 맛나고, 반찬도 깍두기, 오이무침, 새로 담근 겉절이, 오징어 젓갈에 맛났네요...^^",4.0,15,5.0,2023.05.26.,"꽃길산책
브론즈 배지
레벨
7",1436319824
0,사장이 양아치. 입니다,1.0,1,1.0,2024.01.04.,"홍렬
브론즈 배지
레벨
2",9702997
1,그리워요 너무,4.3,15,5.0,2020.05.25.,"냐
브론즈 배지
레벨
9",9702997
2,정말 별루. 이렇게 맛없는 집도 참 오랫만인듯.,2.9,126,1.0,2018.07.04.,"kemess
골드 배지
레벨
33",9702997
0,"모든 음식이 정말 맛나요..^^
강추합니다",2.2,5,5.0,2023.10.17.,"Suny
브론즈 배지
레벨
3",1018128212
1,,3.8,92,4.0,2023.04.02.,"haming
실버 배지
레벨
25",1018128212
2,,4.3,26,5.0,2020.09.12.,"zzanggu
실버 배지
레벨
14",1018128212
0,,4.8,"1,098",5.0,2016.10.22.,"설문규
실버 배지
레벨
22",21600113
0,,5.0,3,5.0,2022.07.11.,"류성
브론즈 배지
레벨
3",1067015379
0,,4.3,19,5.0,2023.07.01.,"민
실버 배지
레벨
12",9779306
1,,5.0,3,5.0,2023.02.25.,"김정학
브론즈 배지
레벨
3",9779306
2,,4.0,4,5.0,2019.05.06.,"윤경호
브론즈 배지
레벨
3",9779306
0,,5.0,3,5.0,2021.09.19.,"류성
브론즈 배지
레벨
3",1261548239
0,순살치킨 다리살만쓰나 싶을정도로 부드러워요. 한번 포차쪽에서 닭도리탕 먹었는데 닭도리탕도 잘하셨음,3.9,29,5.0,2024.01.12.,"봄팝콘
실버 배지
레벨
15",1416170917
1,가성비 동네 맛집,2.5,2,4.0,2023.12.07.,"농장
브론즈 배지
레벨
2",1416170917
2,,3.0,3,5.0,2023.10.03.,"ㅇ
브론즈 배지
레벨
2",1416170917
8,싸고 맛있어요 ㅎㅎ,4.5,11,5.0,2023.09.03.,"김준형
브론즈 배지
레벨
5",1416170917
9,"매장/포장 가격이 달라요
뼈/순살 가격이 같아요
넘 맛있고 좋은것같아요",4.4,138,5.0,2023.06.20.,"정영록
골드 배지
레벨
35",1416170917
10,,5.0,4,5.0,2023.04.13.,"teresa
브론즈 배지
레벨
2",1416170917
11,치킨도 크고 존맛 사장님도 너무 친절하시구 좋아용 나만 알고 싶어서 리뷰 안남기려했지만.. 이건 모두 알아야해.. 깻잎치킨이랑 양념치킨이 진짜진짜 맛있어요ㅜㅜ 추릅 ㅜㅜㅜ,5.0,1,5.0,2022.06.20.,"보겨미
브론즈 배지
레벨
1",1416170917
12,"닭이 가슴살까지 부드럽고 맛나요.
사장님이 친절한건 덤.",5.0,1,5.0,2022.02.18.,"김기림
브론즈 배지
레벨
2",1416170917
0,간판이 안보여서 밤엔 찾긴 힘들지만(?) 친절하시고 맛도 좋습니다!!!,3.0,4,5.0,2023.12.11.,"광-하
브론즈 배지
레벨
6",18756015
1,,2.7,21,1.0,2023.06.10.,"김태현
실버 배지
레벨
11",18756015
0,,5.0,1,5.0,2021.02.01.,"조희정
브론즈 배지
레벨
1",1711757403
0,"청결 제로, 손님응대 최악, 근데 또 카드는 안받는",1.3,8,1.0,2022.08.17.,"진짜 별로인 곳만 리뷰함
실버 배지
레벨
11",294329594
0,,4.5,39,5.0,2023.08.15.,"웅바오
브론즈 배지
레벨
9",500580768
1,"가게분위기가 좀 어수선해요.
맛은 괜찮은 편입니다. 일부러 갈정도는 아니에요.",3.3,157,3.0,2022.10.22.,"표교리정원사
실버 배지
레벨
30",500580768
2,오래 있어주세요,5.0,1,5.0,2022.05.23.,"정현준
브론즈 배지
레벨
2",500580768
8,"사장님이 엄청 친절하셔요.
음식도 물론 맛있구요 :>
이 주변에 포장픽업이 가능하며 맛잇는 몇 안되는 매장중 한 곳


ps. 카카오플레이스 -> 다음지도로 넘어오면서 평가는 이제 후하게...
더보기",3.5,149,5.0,2022.05.18.,"우우
실버 배지
레벨
11",500580768
9,맛있긴한데 바쁜 시간때 좌석없으면 없다거나 기다려달라는 멘트 좀 해줬으면 ㅋㅋ 뒤에 몇명이나 서서 기다리는데 그런 말 없이 요리하고 있고ㅋㅋㅋ 손님들은 어쩔줄 몰라하고 아예 관심을 안줌;;,2.8,64,2.0,2022.03.04.,"vvw
실버 배지
레벨
25",500580768
10,"식사메뉴밖에 안 먹어봤지만 맛있어요

가게 규모가 작아서 피크타임때는 좀 기다려야 하네요",4.1,18,5.0,2022.02.14.,"NoCatsCompilation
브론즈 배지
레벨
10",500580768
11,,3.6,29,5.0,2022.01.26.,"조한슬
실버 배지
레벨
12",500580768
12,메뉴 하나 하나 다 정말 맛있어요!! 사장님도 엄청 친절하세요. 오랫동안 장사해주세요♥️♥️,4.2,5,5.0,2022.01.15.,"메이
브론즈 배지
레벨
6",500580768
17,우리 동네 최고 맛집,3.3,9,5.0,2021.04.02.,"H
브론즈 배지
레벨
5",500580768
18,,3.7,7,5.0,2021.03.21.,"로제맛파스타
브론즈 배지
레벨
5",500580768
19,포장으로 몇번 사 먹었는데 사장님도 정말 친절하시고 이 동네에 있기 참 아까운 퀄리티와 맛이에요:) 부디 초심을 잃지말고 계속 꾸준히 장사해주세요!!,3.0,4,5.0,2020.12.11.,"🖤
브론즈 배지
레벨
5",500580768
20,"가성비가......완전 쪌어요!
느~므 마싯쪄!!!

등심까스 - 그래 맞아. 이거야!
생선까스 - 지금까지 내가 먹었던건 뭐였어???!!!
해물짬뽕 - 어머나, 어떡해?! 배불러도 계속 먹고있네~
차돌숙주 - 앞으로 술안주는 너닷!!!!
더보기",4.3,8,5.0,2020.10.29.,"소윤
실버 배지
레벨
11",500580768
0,"알제리에서 오신 분, 한국말도 너무 잘하시고 친절하시고 늘 눈코뜰새없이 바쁘세요 ㅠ. 건강하세요👍",4.3,33,5.0,2024.02.19.,"늦겨울저녁
실버 배지
레벨
17",305398531
1,맛있어요 여름엔 사람 엄청많음,5.0,4,5.0,2024.02.15.,"철봉
브론즈 배지
레벨
4",305398531
2,보쌈고기 X,1.0,1,1.0,2024.02.03.,"박종혁
브론즈 배지
레벨
1",305398531
0,"정말 불친절합니다. 맛은 괜찮았으나 직원분들 음식내어주실때 수저더달라고 요청하니 기다리세요 하고  안주셔서 다시요청하니 여기있는데 이러시고 
음식을좀 천천히먹었더니 ..너무 천천히 드시네 이러시고 .. 다먹지도않은 그릇 가져가려하시고 돈내고밥먹는입장에서 불편합니다.",1.0,1,1.0,2024.02.04.,"sksk
브론즈 배지
레벨
2",26408537
1,,4.9,8,5.0,2024.01.16.,"이상준
브론즈 배지
레벨
4",26408537
2,불친절해요.. 중간에 나온 메뉴가 뭐냐고 물어봤더니 ‘뭐 나오는지 (직접) 보세요’ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 눈 있어요 저도;.....  그냥 시간 좀 더 들여서 한정식은 멀리 가세요.. 인당 4만원 넘게 내고 기분 망치지 마세요 ㅠ,3.4,15,1.0,2024.01.12.,"monic
실버 배지
레벨
11",26408537
0,맛있다고 하는 사람들은 스페인에서 요리 안 먹어본 사람일듯한.. 인테리어만 스페인식이고 맛은 없고 양도 적고 비쌈.,2.9,101,2.0,2023.11.16.,"안
실버 배지
레벨
24",14527769
1,빠에야 먹으러 갔다가 세트로 먹었는데 맛있었어요. 너무 맛있어서 샐러드 이후로 사진 찍는거 깜빡함...후... 가격은 첨 봤을 때 좀 놀라긴 했어요,3.4,107,5.0,2023.11.16.,"돌맹
실버 배지
레벨
30",14527769
2,평일 저녁 방문햇는데 스페인 음식 전문점 답게 코스 전체적으로 너무 맛있엇네요   스페인 와인 페어링도 좋았구요  다음에 재방의사 있어요,4.8,4,5.0,2023.10.07.,"김동동
브론즈 배지
레벨
5",14527769
