industry_category,diner_count,depth,diner_category_large,diner_category_middle,diner_category_small,diner_category_detail
음식점,1031,4,한식,"해물,생선",추어,
음식점,1,4,한식,"해물,생선",해물상회,
음식점,21,4,한식,"해물,생선",황금코다리,
음식점,5252,4,한식,"해물,생선",회,
음식점,24,4,한식,해장국,달래해장,
음식점,16,4,한식,해장국,뚝배기양평해장국,
음식점,17,4,한식,해장국,양평해장국,
음식점,1,4,한식,해장국,우가양평해장국,
음식점,104,4,한식,해장국,일품양평해장국,
음식점,46,4,한식,해장국,제주은희네해장국,
음식점,45,4,한식,해장국,청진동해장국,
음식점,18,4,한식,해장국,해장쿡,
"가정,생활",35,5,기타,식품판매,주류판매,고래맥주창고
"가정,생활",42,5,기타,여가시설,만화방,만화카페
"가정,생활",6,5,기타,여가시설,보드카페,레드버튼
"가정,생활",4,5,기타,여가시설,보드카페,홈즈앤루팡
"가정,생활",5,5,기타,여가시설,보드카페,히어로보드게임카페
"가정,생활",253,5,기타,유아,놀이시설,키즈카페
"서비스,산업",5,5,기타,전문대행,공간대여,모임공간
음식점,20,5,기타,뷔페,고기뷔페,청년고기장수
음식점,20,5,기타,뷔페,해산물뷔페,쿠우쿠우
음식점,17,5,기타,퓨전요리,퓨전일식,오니기리와이규동
음식점,8,5,기타,퓨전요리,퓨전일식,테리야끼
음식점,25,5,기타,퓨전요리,퓨전한식,꾸이한끼
음식점,389,5,기타,퓨전요리,퓨전한식,본죽&비빔밥cafe
음식점,77,5,아시아음식,동남아음식,베트남음식,미분당
음식점,24,5,아시아음식,동남아음식,베트남음식,베트남노상식당
음식점,15,5,아시아음식,동남아음식,베트남음식,에머이
음식점,7,5,아시아음식,동남아음식,태국음식,메콩타이
음식점,32,5,양식,치킨,구이,계림원
음식점,345,5,양식,치킨,구이,굽네치킨
음식점,1,5,양식,치킨,구이,굽자나
음식점,70,5,양식,치킨,구이,기영이숯불두마리치킨
음식점,59,5,양식,치킨,구이,꾸브라꼬숯불두마리치킨
음식점,80,5,양식,치킨,구이,누구나홀딱반한닭
음식점,35,5,양식,치킨,구이,돈치킨
음식점,55,5,양식,치킨,구이,동근이숯불두마리치킨
음식점,10,5,양식,치킨,구이,두리아치킨
음식점,21,5,양식,치킨,구이,땅땅치킨
음식점,3,5,양식,치킨,구이,땡큐맘치킨
음식점,83,5,양식,치킨,구이,맛닭꼬
음식점,8,5,양식,치킨,구이,바비큐보스
음식점,86,5,양식,치킨,구이,부어치킨
음식점,19,5,양식,치킨,구이,불로만숯불바베큐
음식점,59,5,양식,치킨,구이,오븐마루치킨
음식점,3,5,양식,치킨,구이,오븐에꾸운닭
음식점,34,5,양식,치킨,구이,오븐에빠진닭
음식점,13,5,양식,치킨,구이,이춘봉인생치킨
음식점,158,5,양식,치킨,구이,지코바
음식점,42,5,양식,치킨,구이,코리안바베큐
음식점,228,5,양식,치킨,구이,푸라닭치킨
음식점,8,5,양식,치킨,구이,핫썬치킨
음식점,87,5,양식,치킨,구이,호치킨
음식점,65,5,양식,치킨,구이,화락바베큐치킨
음식점,3,5,양식,치킨,구이,화신바베큐치킨
음식점,3,5,양식,치킨,구이,훌랄라
음식점,17,5,양식,치킨,프라이드,60계
음식점,162,5,양식,치킨,프라이드,60계치킨
음식점,18,5,양식,치킨,프라이드,678치킨
음식점,609,5,양식,치킨,프라이드,BBQ
음식점,582,5,양식,치킨,프라이드,BHC치킨
음식점,8,5,양식,치킨,프라이드,DK치킨
음식점,125,5,양식,치킨,프라이드,가마치통닭
음식점,13,5,양식,치킨,프라이드,갓튀긴후라이드
음식점,3,5,양식,치킨,프라이드,경아두마리치킨
음식점,24,5,양식,치킨,프라이드,계동치킨
음식점,5,5,양식,치킨,프라이드,공만치킨
음식점,438,5,양식,치킨,프라이드,교촌치킨
음식점,4,5,양식,치킨,프라이드,구어조은닭
음식점,3,5,양식,치킨,프라이드,구워더존치킨
음식점,4,5,양식,치킨,프라이드,기발한치킨
음식점,114,5,양식,치킨,프라이드,깐부치킨
음식점,229,5,양식,치킨,프라이드,네네치킨
음식점,197,5,양식,치킨,프라이드,노랑통닭
음식점,8,5,양식,치킨,프라이드,다사랑치킨
음식점,11,5,양식,치킨,프라이드,당신은지금치킨이땡긴다
음식점,64,5,양식,치킨,프라이드,둘둘치킨
음식점,25,5,양식,치킨,프라이드,디디치킨
음식점,114,5,양식,치킨,프라이드,또래오래
음식점,112,5,양식,치킨,프라이드,또봉이통닭
음식점,12,5,양식,치킨,프라이드,림스치킨
음식점,5,5,양식,치킨,프라이드,매드후라이치킨
음식점,59,5,양식,치킨,프라이드,맥시칸치킨
음식점,183,5,양식,치킨,프라이드,멕시카나치킨
음식점,62,5,양식,치킨,프라이드,멕시칸치킨
음식점,65,5,양식,치킨,프라이드,명가통닭
음식점,9,5,양식,치킨,프라이드,모모치킨
음식점,14,5,양식,치킨,프라이드,미쳐버린파닭
음식점,70,5,양식,치킨,프라이드,바른치킨
음식점,110,5,양식,치킨,프라이드,보드람치킨
음식점,38,5,양식,치킨,프라이드,본스치킨
음식점,3,5,양식,치킨,프라이드,봉이치킨
음식점,43,5,양식,치킨,프라이드,순살만공격
음식점,16,5,양식,치킨,프라이드,순수치킨
음식점,18,5,양식,치킨,프라이드,신통치킨
음식점,13,5,양식,치킨,프라이드,쌀통닭
음식점,69,5,양식,치킨,프라이드,썬더치킨
음식점,59,5,양식,치킨,프라이드,아라치
음식점,2,5,양식,치킨,프라이드,아로하치킨
음식점,24,5,양식,치킨,프라이드,야들리애치킨
음식점,36,5,양식,치킨,프라이드,오늘통닭
음식점,25,5,양식,치킨,프라이드,오태식해바라기치킨
음식점,209,5,양식,치킨,프라이드,자담치킨
음식점,1,5,양식,치킨,프라이드,작살치킨
음식점,1,5,양식,치킨,프라이드,장모님치킨
음식점,296,5,양식,치킨,프라이드,처갓집양념치킨
음식점,10,5,양식,치킨,프라이드,충만치킨
음식점,6,5,양식,치킨,프라이드,치르치르
음식점,10,5,양식,치킨,프라이드,치킨과바람피자
음식점,3,5,양식,치킨,프라이드,치킨더홈
음식점,78,5,양식,치킨,프라이드,치킨마루
음식점,59,5,양식,치킨,프라이드,치킨매니아
음식점,29,5,양식,치킨,프라이드,치킨뱅이
음식점,4,5,양식,치킨,프라이드,치킨신드롬
음식점,2,5,양식,치킨,프라이드,치킨의민족
음식점,3,5,양식,치킨,프라이드,치킨퐁
음식점,83,5,양식,치킨,프라이드,치킨플러스
음식점,1,5,양식,치킨,프라이드,큰통치킨
음식점,1,5,양식,치킨,프라이드,투가이즈피자앤치킨
음식점,13,5,양식,치킨,프라이드,투존치킨
음식점,18,5,양식,치킨,프라이드,티바두마리치킨
음식점,1,5,양식,치킨,프라이드,파닭에파무쳐
음식점,293,5,양식,치킨,프라이드,페리카나
음식점,182,5,양식,치킨,프라이드,호식이두마리치킨
음식점,83,5,양식,치킨,프라이드,후라이드참잘하는집
음식점,9,5,양식,치킨,프라이드,후라이드치킨ZIP
음식점,68,5,양식,치킨,프라이드,훌랄라참숯치킨
음식점,2,5,카페,테마카페,디저트카페,79파운야드
음식점,8,5,카페,테마카페,디저트카페,과일담은요거트맛집요맛
음식점,8,5,카페,테마카페,디저트카페,노티드
음식점,2,5,카페,테마카페,디저트카페,뉴욕쟁이디저트
음식점,2,5,카페,테마카페,디저트카페,달롱도르요거트아이스크림
음식점,2,5,카페,테마카페,디저트카페,도레도레
음식점,37,5,카페,테마카페,디저트카페,디저트39
음식점,58,5,카페,테마카페,디저트카페,설빙
음식점,87,5,카페,테마카페,디저트카페,요거트아이스크림의정석
음식점,18,5,카페,테마카페,디저트카페,요거트월드
음식점,22,5,카페,테마카페,디저트카페,요거프레소
음식점,1,5,카페,테마카페,디저트카페,크로앙쥬
음식점,7,5,카페,테마카페,디저트카페,크로플덕오리아가씨
음식점,4,5,카페,테마카페,디저트카페,하이빙수
음식점,1,5,카페,테마카페,디저트카페,황후탕후루
음식점,6,5,카페,테마카페,무인카페,더리터24
음식점,58,5,카페,테마카페,무인카페,데이롱카페
음식점,37,5,카페,테마카페,무인카페,카페만월경
음식점,15,5,카페,테마카페,무인카페,카페인24
음식점,29,5,카페,테마카페,무인카페,카페프리헷
음식점,9,5,카페,테마카페,북카페,커피랑도서관
음식점,59,5,한식,분식,떡볶이,33떡볶이
음식점,72,5,한식,분식,떡볶이,감탄떡볶이
음식점,38,5,한식,분식,떡볶이,걸작떡볶이치킨
음식점,10,5,한식,분식,떡볶이,국대떡볶이
음식점,3,5,한식,분식,떡볶이,눈치떡
음식점,4,5,한식,분식,떡볶이,달토끼의떡볶이흡입구역
음식점,254,5,한식,분식,떡볶이,동대문엽기떡볶이
음식점,78,5,한식,분식,떡볶이,두끼떡볶이
음식점,149,5,한식,분식,떡볶이,땅스떡볶이
음식점,24,5,한식,분식,떡볶이,떡볶이참잘하는집 떡참
음식점,15,5,한식,분식,떡볶이,마성떡볶이
음식점,15,5,한식,분식,떡볶이,마피아떡볶이
음식점,22,5,한식,분식,떡볶이,모락로제떡볶이&닭강정
음식점,115,5,한식,분식,떡볶이,배떡
음식점,16,5,한식,분식,떡볶이,버무리
음식점,51,5,한식,분식,떡볶이,스텔라떡볶이
음식점,19,5,한식,분식,떡볶이,신떡순
음식점,189,5,한식,분식,떡볶이,신전떡볶이
음식점,21,5,한식,분식,떡볶이,신참떡볶이
음식점,11,5,한식,분식,떡볶이,아차산매운떡볶이
음식점,37,5,한식,분식,떡볶이,올떡
음식점,84,5,한식,분식,떡볶이,우리할매떡볶이
음식점,15,5,한식,분식,떡볶이,을찌로국물떡볶이
음식점,50,5,한식,분식,떡볶이,응급실국물떡볶이
음식점,4,5,한식,분식,떡볶이,이웃집소녀떡볶이
음식점,71,5,한식,분식,떡볶이,죠스떡볶이
음식점,121,5,한식,분식,떡볶이,청년다방
음식점,49,5,한식,분식,떡볶이,할머니가래떡볶이
음식점,163,5,한식,"육류,고기",갈비,명륜진사갈비
음식점,15,5,한식,"육류,고기",갈비,송추가마골
음식점,15,5,한식,"육류,고기",갈비,연남물갈비
음식점,19,5,한식,"육류,고기",갈비,육미제당
음식점,36,5,한식,"육류,고기",갈비,인생극장
음식점,4,5,한식,"육류,고기",갈비,해운대연탄생갈비
음식점,31,5,한식,"육류,고기","곱창,막창",곱깨비
음식점,38,5,한식,"육류,고기","곱창,막창",곱분이곱창
음식점,12,5,한식,"육류,고기","곱창,막창",곱창이야기
음식점,4,5,한식,"육류,고기","곱창,막창",달구지막창
음식점,9,5,한식,"육류,고기","곱창,막창",막창도둑
음식점,6,5,한식,"육류,고기","곱창,막창",불막열삼
음식점,14,5,한식,"육류,고기","곱창,막창",세광양대창
음식점,6,5,한식,"육류,고기","곱창,막창",양철북
음식점,6,5,한식,"육류,고기","곱창,막창",연타발
음식점,10,5,한식,"육류,고기","곱창,막창",오발탄
음식점,19,5,한식,"육류,고기","곱창,막창",하우돈곱창
음식점,8,5,한식,"육류,고기",닭요리,그집곱닭도리탕
음식점,1,5,한식,"육류,고기",닭요리,닭익는마을
음식점,1,5,한식,"육류,고기",닭요리,대한민국만세삼계탕
음식점,51,5,한식,"육류,고기",닭요리,동궁찜닭
음식점,202,5,한식,"육류,고기",닭요리,두찜
음식점,6,5,한식,"육류,고기",닭요리,볶찜
음식점,3,5,한식,"육류,고기",닭요리,본가장수촌
음식점,19,5,한식,"육류,고기",닭요리,봉명가닭도리탕
음식점,67,5,한식,"육류,고기",닭요리,봉추찜닭
음식점,714,5,한식,"육류,고기",닭요리,삼계탕
음식점,4,5,한식,"육류,고기",닭요리,오점오닭갈비
음식점,38,5,한식,"육류,고기",닭요리,유가네닭갈비
음식점,35,5,한식,"육류,고기",닭요리,일미리금계찜닭
음식점,43,5,한식,"육류,고기",닭요리,지호한방삼계탕
음식점,17,5,한식,"육류,고기",닭요리,청춘닭꼬치
음식점,5,5,한식,"육류,고기",닭요리,춘천꼬꼬닭갈비
음식점,41,5,한식,"육류,고기",닭요리,통큰두마리찜닭
음식점,44,5,한식,"육류,고기",닭요리,팔각도
음식점,29,5,한식,"육류,고기",닭요리,행복한찜닭
음식점,41,5,한식,"육류,고기",닭요리,화평댁닭구이
음식점,32,5,한식,"육류,고기","불고기,두루치기",고기듬뿍국물두루치기
음식점,1,5,한식,"육류,고기","불고기,두루치기",콩불
음식점,8,5,한식,"육류,고기",삼겹살,구이가
음식점,4,5,한식,"육류,고기",삼겹살,돈미품
음식점,35,5,한식,"육류,고기",삼겹살,따띠삼겹
음식점,22,5,한식,"육류,고기",삼겹살,엉터리생고기 무한대패
음식점,10,5,한식,"육류,고기",삼겹살,일품대패
음식점,20,5,한식,"육류,고기",삼겹살,푸줏간
음식점,85,5,한식,"육류,고기",삼겹살,하남돼지집
음식점,14,5,한식,"육류,고기",삼겹살,할매솥뚜껑삼겹살
음식점,71,5,한식,"육류,고기","족발,보쌈",가장맛있는족발
음식점,48,5,한식,"육류,고기","족발,보쌈",구구족
음식점,75,5,한식,"육류,고기","족발,보쌈",귀한족발
음식점,34,5,한식,"육류,고기","족발,보쌈",기대만족
음식점,37,5,한식,"육류,고기","족발,보쌈",놀부보쌈
음식점,21,5,한식,"육류,고기","족발,보쌈",도야족발
음식점,12,5,한식,"육류,고기","족발,보쌈",돈통마늘보쌈
음식점,59,5,한식,"육류,고기","족발,보쌈",마왕족발
음식점,29,5,한식,"육류,고기","족발,보쌈",만족오향족발
음식점,9,5,한식,"육류,고기","족발,보쌈",미스터보쌈5379
음식점,62,5,한식,"육류,고기","족발,보쌈",박정자할매족발보쌈
음식점,40,5,한식,"육류,고기","족발,보쌈",싸움의고수
음식점,28,5,한식,"육류,고기","족발,보쌈",완미족발
음식점,105,5,한식,"육류,고기","족발,보쌈",원할머니보쌈족발
음식점,9,5,한식,"육류,고기","족발,보쌈",장충동왕족발
음식점,3,5,한식,"육류,고기","족발,보쌈",족과의동침
음식점,36,5,한식,"육류,고기","족발,보쌈",족발신선생
음식점,74,5,한식,"육류,고기","족발,보쌈",족발야시장
음식점,4,5,한식,"육류,고기","족발,보쌈",토시래
음식점,7,5,한식,"해물,생선","굴,전복",굴마을낙지촌
음식점,64,5,한식,"해물,생선",아구,인생아구찜
음식점,35,5,한식,"해물,생선",추어,남가네설악추어탕
음식점,17,5,한식,"해물,생선",추어,송담추어탕
음식점,3,5,한식,"해물,생선",추어,원조설악추어탕
음식점,21,5,한식,"해물,생선",추어,춘향골남원추어탕
음식점,16,5,한식,"해물,생선",회,사조회참치
